varietal,country,alcohol_pct,acidity,sweetness,tannin,body,complexity,persistence,rating,price_segment,aging_potential_years,aroma_red_fruit,aroma_black_fruit,aroma_floral,aroma_spice,aroma_wood,aroma_mineral,aroma_herbal,aroma_white_yellow_fruit
Rose Blend,Spain,12.2,5,2,1,2,2,4,88.1,Entry,2,1,0,1,0,0,1,0,1
Rose Blend,Italy,12.9,4,2,1,2,3,3,91.0,Premium,3,1,1,1,0,0,0,1,1
Rose Blend,USA,13.1,4,2,1,3,3,3,90.7,Premium,2,1,1,1,0,0,0,1,1
Rose Blend,Argentina,12.4,5,2,1,2,2,4,88.4,Entry,2,1,0,1,0,0,1,0,1
Rose Blend,Chile,12.6,5,2,1,2,3,4,89.6,Premium,3,1,0,1,0,0,1,0,1
Orange Wine,Georgia,13.8,3,1,5,4,5,5,93.5,Ultra Premium,8,0,0,1,1,1,1,1,1
Orange Wine,Italy,13.5,3,2,4,4,4,4,91.8,Premium,6,0,0,1,1,1,1,1,1
Orange Wine,Slovenia,13.3,4,2,4,3,5,4,92.2,Premium,6,0,0,1,1,1,1,1,1
Orange Wine,France,13.1,4,2,4,3,4,4,90.7,Premium,5,0,0,1,1,1,1,1,1
Orange Wine,Spain,13.4,3,1,5,4,5,5,92.5,Premium,7,0,0,1,1,1,1,1,1
Orange Wine,USA,13.7,3,2,4,4,5,4,92.9,Ultra Premium,6,0,0,1,1,1,1,1,1
Orange Wine,Argentina,13.4,4,2,4,3,4,4,90.9,Premium,5,0,0,1,1,1,1,1,1
Orange Wine,Chile,13.2,4,2,4,3,4,4,90.2,Premium,5,0,0,1,1,1,1,1,1
Orange Wine,Australia,13.6,3,2,5,4,5,5,92.4,Ultra Premium,7,0,0,1,1,1,1,1,1
Orange Wine,Germany,13.0,4,2,4,3,4,4,90.5,Premium,5,0,0,1,1,1,1,1,1
Orange Wine,Italy,13.5,3,1,5,4,5,5,93.7,Ultra Premium,8,0,0,1,1,1,1,1,1
Orange Wine,Georgia,14.0,3,1,5,4,5,5,94.3,Ultra Premium,9,0,0,1,1,1,1,1,1
Orange Wine,France,13.2,4,2,4,3,4,4,91.4,Premium,6,0,0,1,1,1,1,1,1
Orange Wine,Spain,13.5,3,1,5,4,5,5,92.8,Premium,7,0,0,1,1,1,1,1,1
Orange Wine,USA,13.6,3,2,4,4,4,4,92.1,Ultra Premium,6,0,0,1,1,1,1,1,1
Orange Wine,Chile,13.2,4,2,4,3,4,4,90.8,Premium,5,0,0,1,1,1,1,1,1
Orange Wine,Argentina,13.3,4,2,4,3,4,4,90.1,Premium,5,0,0,1,1,1,1,1,1
Orange Wine,Australia,13.7,3,2,5,4,5,5,92.9,Ultra Premium,7,0,0,1,1,1,1,1,1
Orange Wine,Italy,13.5,3,1,5,4,5,5,93.6,Ultra Premium,8,0,0,1,1,1,1,1,1
Orange Wine,Slovenia,13.4,4,2,4,3,5,4,92.6,Premium,6,0,0,1,1,1,1,1,1
